3.356000	47.877000
3.627000	47.042000
2.728000	47.965000
1.872000	47.778000
0.751000	43.651000
0.581000	43.650000
3.915000	47.494000
0.672000	43.036000
0.977000	43.877000
2.236000	46.288000
1.756000	45.960000
1.488000	45.157000
1.656000	47.251000
4.265000	49.537000
0.997000	46.611000
3.918000	48.730000
3.238000	48.851000
0.612000	44.173000
358.986000	43.334000
2.238000	49.859000
359.452000	47.472000
358.594000	46.406000
0.181000	47.947000
359.569000	43.100000
359.051000	46.104000
358.637000	48.682000
359.990000	45.302000
359.912000	47.536000
2.082000	49.430000
2.103000	49.446000
2.877000	50.130000
355.503000	48.481000
358.463000	43.472000
358.170000	49.659000
1.113000	49.476000
358.359000	47.166000
13.542000	46.333000
359.526000	46.840000
2.315000	48.610000
1.527000	48.946000
0.478000	48.001000
355.503000	48.380000
0.649000	45.364000
3.469000	50.034000
2.239000	50.369000
0.625000	44.546000
359.543000	49.183000
359.743000	44.295000
358.491000	47.299000
3.401000	50.125000
1.615000	44.182000
359.470000	44.729000
1.330000	48.060000
0.557000	48.978000
358.612000	47.715000
2.883000	48.667000
359.592000	46.133000
4.764000	49.712000
2.802000	49.810000
1.501000	48.460000
0.412000	46.128000
358.956000	46.698000
358.365000	49.651000
3.518000	49.644000
359.760000	43.182000
2.374000	51.023000
359.882000	45.041000
352.491000	40.275000
0.367000	43.128000
356.435000	48.278000
1.500000	43.528000
1.519000	48.771000
1.669000	48.572000
1.157000	48.201000
1.579000	48.061000
1.935000	48.185000
1.599000	49.382000
1.351000	49.299000
1.737000	48.897000
0.896000	49.051000
1.511000	48.984000
0.630000	48.943000
0.883000	49.236000
0.453000	49.055000
1.222000	49.071000
0.646000	49.034000
1.276000	49.557000
0.218000	49.644000
0.705000	49.759000
1.283000	48.592000
1.265000	48.908000
2.534000	49.053000
2.823000	48.645000
2.614000	48.699000
2.564000	48.481000
3.044000	49.150000
2.981000	48.903000
3.110000	48.741000
1.247000	48.305000
1.902000	48.333000
2.347000	46.549000
2.052000	45.403000
0.623000	47.407000
3.337000	48.785000
3.509000	49.201000
2.782000	47.613000
2.708000	47.107000
4.112000	48.625000
2.121000	47.862000
0.921000	44.945000
1.231000	45.818000
2.946000	46.723000
3.322000	48.187000
1.605000	46.289000
3.887000	48.514000
2.714000	47.976000
3.286000	46.549000
1.521000	45.541000
0.879000	46.429000
1.038000	46.915000
1.850000	48.477000
2.005000	48.448000
1.390000	48.192000
0.383000	49.516000
1.616000	48.274000
0.364000	49.652000
1.050000	49.815000
359.434000	44.869000
2.345000	50.994000
2.177000	48.399000
357.924000	48.590000
1.084000	49.929000
358.266000	48.554000
359.444000	48.635000
2.352000	50.162000
2.367000	51.048000
359.634000	49.216000
359.450000	48.747000
1.581000	49.842000
359.193000	48.413000
1.581000	43.684000
355.588000	48.445000
4.073000	49.925000
2.424000	48.846000
0.418000	47.125000
356.554000	47.644000
358.823000	46.009000
2.206000	49.104000
2.046000	48.899000
357.646000	46.717000
359.553000	45.441000
356.567000	48.241000
356.098000	47.866000
356.567000	48.735000
359.277000	48.073000
359.472000	44.681000
357.500000	48.744000
0.189000	45.768000
0.907000	49.149000
1.619000	50.514000
0.379000	44.297000
0.588000	45.387000
3.136000	50.614000
3.032000	49.023000
3.077000	50.643000
356.826000	47.341000
355.240000	48.446000
358.781000	46.159000
0.261000	49.150000
358.197000	46.978000
0.155000	48.019000
0.537000	48.524000
359.408000	45.572000
2.672000	48.539000
358.772000	44.201000
2.587000	48.841000
0.598000	49.655000
0.273000	45.694000
0.526000	46.172000
359.515000	43.883000
1.551000	44.162000
358.776000	44.199000
0.397000	46.698000
359.452000	47.472000
358.401000	47.219000
358.493000	48.105000
0.265000	46.680000
1.970000	48.138000
2.335000	48.836000
2.335000	48.836000
0.143000	42.936000
357.402000	48.171000
356.276000	48.571000
356.844000	48.802000
357.563000	48.418000
357.068000	48.055000
1.406000	44.466000
358.583000	49.190000
0.306000	47.274000
359.086000	43.527000
0.908000	47.218000
3.769000	49.174000
2.530000	46.943000
2.690000	45.663000
4.581000	49.115000
2.414000	46.119000
2.027000	44.875000
0.695000	43.110000
1.656000	46.822000
1.565000	45.416000
1.507000	47.802000
1.720000	47.294000
4.692000	49.396000
359.018000	45.354000
358.333000	48.109000
358.976000	45.639000
358.571000	46.693000
357.230000	47.524000
0.932000	47.581000
2.167000	48.910000
359.670000	47.845000
358.372000	43.395000
0.171000	48.593000
359.778000	46.411000
2.425000	48.844000
357.973000	48.641000
0.454000	44.673000
357.247000	48.507000
358.945000	49.117000
357.797000	47.271000
359.432000	43.776000
359.767000	46.888000
0.455000	49.473000
1.949000	48.841000
359.752000	46.292000
1.481000	43.561000
1.375000	43.575000
1.481000	43.561000
1.485000	43.550000
1.340000	48.565000
359.206000	47.116000
357.810000	47.316000
359.674000	43.322000
358.508000	49.510000
358.766000	48.827000
2.780000	49.434000
0.321000	49.738000
